Sample_ID,Phylum,Genus,galactan,pectin,xylan,alpha-glucan,arabinogalactan,beta-glucan,host glycan,fructan,Hostglycan_ratio,Category,Placebo_M0_OA05,Placebo_M0_OA06,Placebo_M0_OA09,Placebo_M0_OA10,Placebo_M0_OA13,Placebo_M0_OA20,Placebo_M0_OA23,Placebo_M0_OA24,Placebo_M0_OA25,Placebo_M0_OA29,Placebo_M0_OA33,Placebo_M0_OA34,Placebo_M0_OA36,Placebo_M0_OA37,Placebo_M0_OA42,Placebo_M0_OA44,Placebo_M0_OA45,Placebo_M3_OA05,Placebo_M3_OA06,Placebo_M3_OA09,Placebo_M3_OA10,Placebo_M3_OA13,Placebo_M3_OA20,Placebo_M3_OA23,Placebo_M3_OA24,Placebo_M3_OA25,Placebo_M3_OA29,Placebo_M3_OA33,Placebo_M3_OA34,Placebo_M3_OA36,Placebo_M3_OA37,Placebo_M3_OA42,Placebo_M3_OA45,Placebo_M6_OA05,Placebo_M6_OA06,Placebo_M6_OA09,Placebo_M6_OA10,Placebo_M6_OA13,Placebo_M6_OA20,Placebo_M6_OA23,Placebo_M6_OA24,Placebo_M6_OA25,Placebo_M6_OA29,Placebo_M6_OA33,Placebo_M6_OA34,Placebo_M6_OA36,Placebo_M6_OA37,Placebo_M6_OA44,Prebiotic_M0_OA01,Prebiotic_M0_OA04,Prebiotic_M0_OA08,Prebiotic_M0_OA12,Prebiotic_M0_OA19,Prebiotic_M0_OA22,Prebiotic_M0_OA26,Prebiotic_M0_OA28,Prebiotic_M0_OA30,Prebiotic_M0_OA35,Prebiotic_M0_OA39,Prebiotic_M0_OA40,Prebiotic_M0_OA50,Prebiotic_M3_OA01,Prebiotic_M3_OA04,Prebiotic_M3_OA08,Prebiotic_M3_OA12,Prebiotic_M3_OA19,Prebiotic_M3_OA22,Prebiotic_M3_OA26,Prebiotic_M3_OA28,Prebiotic_M3_OA30,Prebiotic_M3_OA35,Prebiotic_M3_OA39,Prebiotic_M3_OA40,Prebiotic_M3_OA50,Prebiotic_M6_OA01,Prebiotic_M6_OA04,Prebiotic_M6_OA08,Prebiotic_M6_OA12,Prebiotic_M6_OA19,Prebiotic_M6_OA26,Prebiotic_M6_OA28,Prebiotic_M6_OA30,Prebiotic_M6_OA35,Prebiotic_M6_OA39
Li32205_S82_Metabat2_binout.49,Firmicutes,Blautia,1,0,0,4,1,2,1,0,0.11,Generlist,0,194.8920564,0,234.6194989,418.7500897,692.4344403,462.0023343,0,0,1689.022847,0,229.965632,78.67201636,0,0,0,1565.311126,28.10037454,97.08395114,0,284.9377521,244.3189281,1709.539854,103.0116705,0,0,127.9684101,80.93405864,504.1052261,142.6058001,0,0,2835.213198,46.40429957,336.675018,0,640.859738,86.86019117,1580.988706,0,0,0,1289.845823,107.6956214,57.72005772,801.0034608,0,0,11.46659508,0,0,100.9696876,0,202.2445123,0,352.7093545,0,0,0,0,394.6611194,0,0,0,44.55652887,0,237.690356,0,204.53467,0,0,0,0,68.24680776,36.52907458,0,0,48.74707197,0,0,137.1964144,0,0,0
Li32151_S28_Metabat2_binout.54,Firmicutes,Butyribacter,2,0,1,1,1,2,1,0,0.13,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940.9900471,0,0,0,324.6713318,0,0,0,0,0,0,0,0,562.2520869,0,0,0,1574.855296,0,0,0,0,0,0,0,0,0,0,0,231.7537529,0,0
Li32157_S34_Maxbin2out.033,Firmicutes,Butyribacter,1,0,1,3,2,2,1,0,0.1,Generlist,0,0,0,0,0,0,0,0,692.4469293,0,0,0,2959.171984,0,0,0,0,0,0,0,0,0,0,0,0,237.3253434,0,0,0,7950.273357,0,0,0,0,0,0,0,0,0,0,0,195.2789581,0,0,0,714.0832188,0,0,0,0,0,0,174.080505,5216.836923,0,0,0,0,0,0,0,0,0,0,0,294.6247887,5801.002917,0,0,0,0,0,0,0,0,0,0,0,326.7854213,0,0,0,0,0
Li32188_S65_Metabat2_binout.2,Firmicutes,Butyribacter,1,0,6,4,1,2,1,1,0.06,Generlist,0,0,0,0,0,160.7168874,0,0,437.3349027,0,0,0,0,0,0,0,425.1087443,0,0,0,0,0,82.36873842,0,0,94.15625036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.8847302,61.84393368,0,0,0,240.7794486,0,371.928461,0,127.6343085,0,0,0,677.876349,375.5478862,0,0,0,516.7909328,0,237.1134849,0,729.1771458,0,0,0,749.9212503,203.9680117,0,0,180.3593313,0,2950.131016,0
Li32132_S9_Metabat2_binout.17,Bacteroidota,Butyricimonas,0,0,0,0,0,0,3,0,1,Specilist,774.3442587,0,0,0,0,0,0,0,0,0,0,0,0,0,2247.443187,196.6839699,116.9049047,1657.922098,67.07618442,0,72.60433105,0,0,0,0,0,0,0,0,0,0,544.7722045,109.7987074,1763.363384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.33939067,0,0,0,0,125.4411964,0,0,0,0,0,0,0,52.19479096,0,0,0,0,390.7336521,53.58496834,0,0,0,0,0,0,60.29243112,0,0,0,264.1494388,0,0
Li32134_S11_Maxbin2out.052,Bacteroidota,Butyricimonas,1,1,0,0,0,0,3,0,0.6,Specilist,0,3024.370366,0,50.37028789,0,0,0,0,0,0,0,0,0,0,379.6979941,114.1851785,0,0,1643.366518,0,800.0175346,0,0,0,0,0,0,0,0,0,0,139.7960419,0,0,2382.36028,0,277.9797581,0,0,0,0,0,0,0,199.9084926,0,0,0,0,91.21911744,0,159.027258,32.90546132,0,191.0487855,96.31177945,82.39764859,0,444.0789726,0,0,0,263.089035,0,155.3113292,82.16627574,0,326.4086747,541.3350932,243.7118372,329.5475553,112.1856979,0,0,0,0,0,193.7054702,98.98479566,141.4393185,339.1372041,102.1710093,0,282.3220137
Li32136_S13_Metabat2_binout.4,Bacteroidota,Butyricimonas,1,0,0,0,0,0,1,0,0.5,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.2084404,33.11370176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.26579695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829.812407,0,0,0,0,0,28.28575996,0,0,19.83506146,0,0,0,1172.327333,0,0,0,0,0,149.6708566,93.7736946,0,39.58071663,0,0,0,1426.289457,0,0,0,0,51.08550467,0,0
Li32127_S4_Metabat2_binout.131,Firmicutes,CAG-170,0,0,0,1,1,1,1,0,0.25,Generlist,138.4302585,0,0,0,0,0,0,0,0,0,0,0,0,0,146.03769,74.50582896,355.2694506,495.1018371,0,0,0,0,0,0,0,0,0,0,0,80.21576258,0,387.6818069,303.8265602,674.9716301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582.000122,0,218.3469495,230.8689625,0,0,0,404.6093491,0,0,0,0,0,300.0637102,0,173.1339407,231.826278,180.6446706,0,0,192.0555239,0,0,0,0,0,0,0,211.6649178,242.7161428,0,0,290.3151851,0,0
Li32147_S24_Metabat2_binout.96,Firmicutes,CAG-170,0,0,0,1,0,0,1,0,0.5,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.2034428,0,0,259.5939362,0,0,0,0,0,0,0,0,0,0,0,0,0,808.5111289,0,645.4416213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639.8953954,262.1822241,0,0,0,776.0136756,0,0,0,0,0,0,0,356.4522309,327.491299,0,0,0,635.7700102,0,0,0,0,0,0,0,1186.606357,804.0819703,0,0,598.0742011,0,0
Li32172_S49_Metabat2_binout.49,Firmicutes,CAG-170,0,0,0,3,0,1,2,1,0.29,Generlist,4305.757834,0,0,0,66.53038808,0,0,364.962227,0,0,301.9153911,0,0,0,0,0,0,3131.184591,44.1290687,0,0,156.3115723,0,0,91.69309465,0,0,2936.181505,0,0,0,0,0,14537.20148,0,0,0,76.16970611,0,823.9094317,0,0,0,2374.432034,0,0,0,0,0,0,0,291.5499731,648.556028,0,0,1788.275473,11722.60278,0,0,0,0,0,0,0,0,278.7784356,0,0,3879.340907,739.0826369,238.4531091,0,0,0,0,0,0,236.0384537,1191.885416,0,0,6494.089033,0,0
Li32187_S64_Metabat2_binout.15,Firmicutes,CAG-170,2,1,0,4,1,3,2,1,0.13,Generlist,1088.696304,0,0,0,106.9704279,0,0,2947.68214,0,0,78.88756994,0,140.781503,0,0,0,0,1703.417942,0,0,0,840.6672797,0,0,503.7007333,0,0,532.0419265,0,122.9975026,0,0,0,2165.53398,0,0,0,439.6461984,0,7614.059576,0,0,0,430.7824856,0,0,0,0,0,0,0,384.9469341,468.6374572,0,0,238.1764276,2240.724115,100.1345857,0,0,0,0,0,0,248.243518,151.4207082,0,0,421.3414202,299.3417131,2333.625371,0,0,0,0,0,0,221.9274592,825.7772679,0,0,1283.367556,722.9825682,0
Li32207_S84_Metabat2_binout.79,Firmicutes,CAG-170,0,0,0,3,0,0,1,1,0.2,Generlist,312.9100636,0,0,0,362.6558409,0,0,882.6722231,0,0,0,0,0,0,0,0,0,659.6897451,0,0,0,1489.557336,0,0,426.6785338,0,0,197.6913891,0,0,0,0,0,1579.152376,0,0,0,573.2772617,0,1310.596562,1097.506727,0,0,179.4927023,0,0,0,0,0,0,0,3526.366341,250.5060926,0,0,0,2218.587434,0,0,0,3224.605735,0,0,0,1744.069844,240.6298075,0,0,139.0835756,2566.921416,100.4718156,0,0,7355.64094,0,0,0,2094.841277,7741.153403,0,0,1410.458324,0,0
Li32130_S7_Metabat2_binout.102,Firmicutes,CAG-177,0,1,0,0,0,0,2,0,0.5,Generlist,14685.14326,0,0,100.7405758,87.40266669,0,0,993.4435061,0,0,0,0,0,0,0,0,0,19986.05686,174.7511121,0,0,0,1237.085203,0,552.6037171,0,0,0,0,0,0,0,0,21748.1484,0,0,0,0,0,1095.663667,1311.41723,0,0,0,0,0,0,0,0,0,0,814.0681066,0,0,0,0,903.9145032,0,0,0,0,0,0,0,756.1879471,0,0,0,0,0,0,0,0,0,0,0,0,608.0555819,305.0901236,0,0,443.5716991,0,0
Li32153_S30_Metabat2_binout.76,Firmicutes,CAG-217,2,0,3,1,2,1,1,0,0.1,Generlist,262.4406985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955.462244,40.5987432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11384.52149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044.67416,0,614.5891001,7243.300148,3042.307175,0,9718.003271,0,0,4256.776669,0,0,0,4757.894468,0,508.8440076,5246.84483,9118.696578,0,8466.337302,0,0,4365.585802,0,0,0,11675.7462,0,3270.566125,8822.611077,0,9929.277726,0,0
Li32131_S8_Metabat2_binout.116,Firmicutes,CAG-313,0,0,1,2,0,0,2,0,0.4,Generlist,385.0091566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12321.34518,82.96264916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.894591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.53198448,0,0,0,0,0,0,0,0,0,0,0,0,140.8564727,0,0,0,0,0,0,0,0,0,0,0,0,39.32272704,0,0,0,0,0
Li32161_S38_Metabat2_binout.16,Firmicutes,CAG-313,0,0,0,1,0,0,1,0,0.5,Generlist,0,0,0,0,0,0,0,417.4328347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.1953283,0,0,0,0,0,0,0,421.145727,0,0,0,0,0,0,4243.071811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.70820164,0,0,0,84.47595867,0,0,0,0,0,0,0,0,0,0,0,0,226.5794017,0,0,0,0,0,0,0,90.95711808,0,0
Li32151_S28_Maxbin2out.081,Firmicutes,CAG-349,1,0,1,1,0,0,1,0,0.2,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.7221689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6358.566079,650.1482277,0,0,0,0,0,0,0,0,0,0,0,826.2053496,0,0,0,0,0,0,0,0,0,0,0,0,150.089669,253.5637916,0,0,0,0,0
Li32131_S8_Metabat2_binout.13,Firmicutes,CAG-353,0,0,4,0,0,0,1,0,0.17,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835.891136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334.47516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395.199144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li32199_S76_Maxbin2out.042,Firmicutes,CAG-41,1,1,1,2,0,2,2,0,0.22,Generlist,50.4693651,0,892.5435643,1048.497309,5231.114828,3372.050582,1990.66269,158.5778366,1745.290214,57.33952102,833.6760478,713.6864442,3548.522001,0,2496.47588,118.4671227,1272.289742,163.2497949,1281.508155,304.3977244,95.89251271,1561.80218,1614.738098,0,90.47052006,1331.085622,0,2357.702003,2691.146361,2320.909397,0,1674.67011,175.9787502,300.9248518,866.4681936,617.5898198,130.0890494,2081.971967,520.6773355,154.4058155,308.7117483,321.3100587,0,1283.372822,491.3243938,740.8279086,0,0,372.0608352,979.9539474,1375.283663,984.4544545,839.6199969,2500.599367,331.440696,748.3685565,557.1064897,1031.147817,2947.765594,1374.655999,648.0889954,188.5998246,1065.155066,2272.879523,1020.981033,155.5290219,2241.0805,450.8865592,773.1410526,777.4937416,2448.833053,1607.023699,1307.278599,1261.201007,5400.325553,0,903.4232546,320.7044208,4928.900442,2231.0051,166.4855366,751.3307151,1320.510201,1454.806879
Li32206_S83_Metabat2_binout.65,Firmicutes,CAG-45,2,0,0,6,2,3,1,0,0.07,Generlist,0,0,0,38.44048287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.6091626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.5073439,0,0,0,0,0,0,0,1557.525488,0,0,0,0,419.6349083,0,0,0,0,0,0,0,1283.039986,0,0,0,0,0,0,0,0,0,0
Li32145_S22_Metabat2_binout.139,Firmicutes,CAG-590,0,0,0,4,2,1,2,0,0.17,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3643.743603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.4429287,0,0,0,0,0,0
Li32174_S51_Metabat2_binout.117,Firmicutes,CAG-83,0,0,0,1,0,0,1,0,0.5,Generlist,451.3403221,0,0,0,713.5710251,162.2189144,0,1388.722084,0,16096.20076,210.3668532,518.6121495,258.0994221,2081.592248,0,518.6861732,1814.303391,636.9418229,0,0,0,641.0088007,2708.843605,0,1877.874579,0,0,436.5132015,1152.979133,313.7327603,379.4051335,0,1570.271925,521.6968224,0,0,0,614.7028914,976.901894,1355.065437,4969.772987,0,0,346.1644974,437.8277549,234.0160361,3236.394214,2790.142804,414.9096905,2293.509239,6585.653602,0,236.7070282,267.8735262,0,3173.08268,627.2059818,102.5187425,107.1914761,834.7973694,0,98.45409345,1558.62477,6365.657668,0,345.6852601,418.3350266,0,5086.09546,1124.518206,369.7362816,115.0996122,529.601138,0,371.9323957,1854.711447,10402.95875,0,206.105328,0,17362.28332,1883.933733,247.0298221,427.3398787
Li32190_S67_Metabat2_binout.49,Firmicutes,CAG-95,1,0,2,2,6,2,3,0,0.16,Generlist,0,0,0,0,0,0,0,0,0,0,0,57.09491554,996.5122073,0,81.47365864,0,0,223.4648832,0,0,0,0,0,0,0,0,0,0,0,4438.605529,0,85.03058219,0,118.1200353,0,0,0,0,0,0,0,0,0,0,0,921.3545651,0,0,0,0,195.5142024,0,232.9918955,0,0,0,311.1433596,0,0,0,0,0,0,98.89019679,0,335.7079266,0,0,0,120.5313978,0,0,0,0,0,0,107.1316072,0,3122.76691,0,0,156.9944778,0,0
Li32157_S34_Maxbin2out.013,Firmicutes,Catenibacterium,0,0,0,1,0,3,1,1,0.14,Generlist,0,0,0,0,0,0,0,4513.638277,0,0,0,0,0,0,0,288.0321127,0,0,0,0,0,0,0,0,5662.965526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5330.088752,6783.150659,0,0,0,0,0,0,2062.848196,0,0,0,0,0,17189.44418,0,0,0,0,0,0,0,0,0,0,0,0,26607.73757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li32202_S79_Maxbin2out.009,Firmicutes,Catenibacterium,0,0,0,1,0,4,2,1,0.22,Generlist,0,0,0,0,0,0,0,4468.16375,0,0,0,0,0,0,0,3417.562392,0,0,0,0,0,0,0,0,5225.283821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6735.799297,7435.820772,0,0,0,0,0,0,24321.2026,0,0,0,0,0,1798.770728,0,0,0,0,0,0,0,0,0,0,0,0,2390.485866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li32142_S19_Metabat2_binout.54,Firmicutes,Choladousia,0,0,0,2,0,0,1,0,0.33,Generlist,0,0,0,2438.982361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313.727424,0,0,0,0,0,0,0,0,0,0,0,93.25369668,0,0,0,425.8704669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li32148_S25_Metabat2_binout.105,Firmicutes,Choladousia,2,0,3,4,7,0,3,1,0.14,Generlist,187.4576418,0,0,0,2796.885334,0,444.1706653,1680.22546,0,0,232.7670274,304.5062162,1265.653316,1011.499641,0,60.23268165,1226.742377,194.0263956,0,0,0,2003.152502,0,190.0387715,1081.978517,216.688357,0,644.8188935,615.2668914,1771.877067,590.1857631,0,350.4534085,345.9229604,0,0,0,1320.274906,300.7796258,1238.952264,1249.4318,114.9514434,0,598.7363714,188.6460423,2103.469856,1133.476878,0,67.59256049,577.2867004,0,742.1272041,614.5891001,516.9959056,894.4556774,688.499072,463.6405003,253.9126993,202.1324979,282.8652244,0,104.6853652,186.2954789,0,523.2209533,113.8589821,311.0348087,615.4739841,501.7917237,161.5915443,466.1892246,236.0270528,199.5760078,0,648.8891976,711.3961714,319.7958423,556.7428746,128.81583,865.9822427,428.5461034,296.5451247,433.272201,297.7494462
Li32191_S68_Metabat2_binout.47,Firmicutes,Clostridium,2,1,0,4,0,3,1,1,0.08,Generlist,0,74.41333062,0,0,0,88.61959214,0,18.65621608,0,90.99532683,61.35699885,0,186.3284598,0,0,0,136.6420964,0,56.48520794,0,0,0,48.17794134,0,0,0,0,0,0,0,0,0,36.09820517,35.1547724,0,0,0,0,0,0,43.75442102,0,0,261.5465091,0,5526.790156,0,0,0,0,0,20.19393753,169.3039058,0,60.78824992,0,0,412.4591266,0,0,0,0,0,0,0,65.14611863,0,0,0,0,56.26421676,0,0,0,0,0,0,0,0,0,0,0,508.2864925,0
Li32143_S20_Metabat2_binout.92,Firmicutes,Clostridium_A,2,0,0,3,4,2,2,2,0.13,Generlist,509.0195965,311.8272902,402.7008685,3004.985333,623.5593236,1584.63847,228.5695759,303.1635112,264.5606202,931.1439608,385.6725642,290.2324873,0,240.5395487,133.7397793,217.522765,535.940667,491.0874979,1713.973028,95.98126446,22207.33605,903.7173256,955.7881911,2806.17999,101.4736914,1705.131,374.0615064,481.6239883,284.3670506,181.8223952,312.5367958,477.035978,511.3912399,1113.70319,230.7163829,123.517964,1813.030541,252.5627097,1899.461251,229.7558535,0,598.3014886,513.2511504,333.3435901,198.5006863,350.3554369,294.0833098,163.5104784,13.12623385,234.5634449,178.8035868,348.3454223,89.69391876,104.4706752,108.5504463,702.8156879,100.8448834,67.94846883,0,154.3685218,374.8620666,55.45831846,757.9808414,113.2452254,157.8574166,49.29976545,364.0058024,466.1005228,689.9636201,214.5723784,109.8491851,78.67568426,0,167.8871471,81.69229406,0,195.0754638,265.5432605,1971.560177,110.7496551,209.6484535,80.98921473,104.7613382,313.1768786
Li32144_S21_Metabat2_binout.32,Firmicutes,Clostridium_AQ,1,0,0,2,0,9,1,0,0.08,Generlist,170.1538595,375.610145,172.9633239,890.7587754,113.493015,61.5831064,139.4112307,18.65621608,56.69156146,102.2139288,38.95682466,69.78267455,155.9638219,100.224812,43.04268759,131.3129552,68.3210482,52.18640986,104.1446021,530.6392764,383.5700509,30.21148036,69.9357213,37.29732898,0,328.9019704,102.6559773,0,390.3584059,51.69460255,122.1073993,69.1774228,386.5516137,105.4643172,111.0856658,897.6596218,1257.071025,26.72621267,102.3661752,19.76394439,0,98.33195761,581.7742098,57.69408289,114.0323092,90.93194546,66.50125096,1185.123947,3.319277524,333.6013438,110.2900629,41.64999615,13.79906442,37.50229367,167.8913569,329.2821649,46.73299472,0,64.31488568,40.5325169,195.3506544,0,234.6469772,114.8402285,0,0,0,268.3189953,129.5386243,47.68275076,20.09436313,74.30481291,20.62657064,88.72085008,12.61913486,221.6055534,97.53773191,0,782.3866726,125.4273202,246.6452394,33.64167381,24.57364722,91.02185142
Li32132_S9_Metabat2_binout.73,Firmicutes,Clostridium_P,0,1,1,5,1,1,2,1,0.15,Generlist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182.408271,0,0,0,0,0,0,0,0,41.65127137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75886338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.4423181,0,0,0,0
Li32135_S12_Metabat2_binout.15,Firmicutes,Clostridium_Q,2,0,0,1,0,1,1,0,0.2,Generlist,184.5736781,1342.983443,0,98.089508,0,0,121.5795617,19.82222958,48.59276697,29.91627183,0,45.99312641,0,552.0074259,58.41507601,10.56212901,39.4743834,0,1269.152016,0,165.7570577,0,63.71921274,0,0,83.83775717,0,0,126.6725953,0,296.5465411,60.53024495,33.0900214,0,1784.206695,54.57770501,147.8907088,0,0,33.35165616,0,42.93367163,0,0,36.60296343,32.09362781,200.9815585,82.40928112,0,33.88138648,392.6994663,0,0,34.82355841,125.9185177,0,0,0,267.9786903,0,126.713938,0,49.77360122,390.7757776,0,0,29.88107333,598.8769329,0,0,0,69.93394156,0,91.45072239,0,71.98651735,545.2519112,0,0,476.3569501,0,36.13364965,0,168.1590136
Li32152_S29_Metabat2_binout.124,Firmicutes,COE1,3,4,2,6,6,2,2,0,0.07,Generlist,0,0,0,43.74261843,62.61683584,0,0,0,0,0,0,0,810.1837475,0,0,0,107.7954316,0,127.0917179,0,0,428.2148956,0,0,111.2542882,0,0,0,0,4529.516727,0,0,0,0,0,0,0,529.1790108,0,111.1721872,0,0,0,0,0,73.54789707,0,0,0,0,0,0,365.144474,0,0,0,0,0,238.8838611,0,0,0,0,0,105.6626256,763.5594625,0,0,0,0,79.03782831,0,0,0,0,0,0,53.8783427,185.7659864,0,0,0,0,0
Li32130_S7_Metabat2_binout.27,Actinobacteriota,Collinsella,0,0,1,3,0,2,1,0,0.14,Generlist,6030.368138,249.8161814,223.1358911,0,2687.305872,512.191202,0,837.1976964,0,630.7347312,824.9107623,0,425.1049305,766.3343315,0,123.0345298,239.8827914,2759.189157,164.1601356,0,0,1304.347826,693.1407045,0,443.7945781,0,424.6863719,989.7837336,0,158.6489526,952.1469824,0,475.2930347,4024.518344,273.441639,402.1515106,0,581.2951255,1405.323294,418.7485717,379.2049822,0,1113.835612,2214.170692,1545.771302,1358.630244,960.573625,1423.195204,39.52957779,904.3723929,0,0,58.91139043,227.6924973,0,529.714787,1494.226016,2802.57632,0,222.497646,0,85.78384092,678.3430795,0,0,0,112.7331403,663.8820503,309.5291339,686.1018027,1035.529513,0,115.9547755,0,219.8386125,0,0,0,0,104.0779891,632.0284259,954.4267459,812.2237081,0
Li32135_S12_Maxbin2out.006,Actinobacteriota,Collinsella,0,0,1,4,0,1,1,0,0.14,Generlist,214.8552971,16108.71433,179.5649774,0,2796.885334,1091.973618,0,1891.273905,0,545.971961,892.1112848,0,502.3967361,1207.323504,0,87.06619859,419.0357623,143.1780988,9395.961308,230.3550347,0,1514.514646,758.4140443,0,996.3982952,0,555.4672745,1095.926761,0,493.772583,1245.786204,0,737.0050222,142.0252805,17707.05514,399.2789998,0,891.3191925,1378.783915,965.962782,785.1487772,0,1347.620167,2428.279845,1183.965086,1694.276101,1541.351217,843.7140686,69.25219926,877.0066577,0,0,49.35819198,475.475509,956.6912666,536.2223396,2491.606508,2241.107393,0,265.6173448,0,200.0238228,752.2924299,0,0,0,203.7345909,1532.461066,329.9826009,1162.92931,858.6991177,0,129.3341726,0,391.1931805,0,0,0,0,692.5189275,638.1945568,1587.388609,764.3697635,0
Li32137_S14_Metabat2_binout.62,Actinobacteriota,Collinsella,0,1,1,4,0,4,1,0,0.09,Generlist,83.63494787,0,0,0,1041.004896,0,0,573.6786443,0,427.553385,572.6653226,0,684.5845634,365.4350836,0,0,933.720992,0,0,0,0,513.5951662,0,0,304.4210743,0,299.5304544,685.9493167,0,324.4281953,437.5515141,0,1116.036176,0,0,0,0,229.8454289,0,274.2247284,285.6191372,0,802.1228713,1543.63724,491.3243938,3750.94275,461.07534,0,153.8937761,390.9390748,4685.65661,0,0,133.9367631,454.4645351,161.3873061,648.1128479,1137.242794,0,0,0,345.8355814,294.3752986,5143.885236,0,0,55.68745484,2134.104174,95.44951266,303.3152757,419.3023773,0,0,0,893.9660798,0,2803.010558,0,0,469.6852842,194.233126,417.4059528,505.6997928,0
Li32140_S17_Maxbin2out.011,Actinobacteriota,Collinsella,0,0,1,6,0,2,1,0,0.1,Generlist,305.7001543,0,12737.23042,0,1404.965254,172.7331033,0,636.6433736,0,336.5580581,584.35237,0,328.4901736,482.6210176,0,53.95249683,267.2112107,155.2211165,0,14280.64099,0,700.1182188,231.5649439,0,348.4337597,0,251.7180814,716.4654372,0,133.6929376,587.2784441,0,579.0753746,205.3038708,0,22148.49445,0,324.7234839,452.4332187,332.281315,305.0655466,0,615.3639448,1556.458147,909.4428607,1043.042904,591.1222308,635.72874,39.68045404,707.5997253,0,0,0,216.9775562,0,295.442891,1041.653856,1867.986854,0,227.6720098,0,84.32987751,543.2433047,0,0,0,126.3154463,701.2254156,184.081203,500.668883,707.3215821,0,124.8743736,0,226.4802624,0,0,0,0,144.1079849,359.1771298,674.0794641,521.2199911,0
Li32148_S25_Metabat2_binout.46,Actinobacteriota,Collinsella,0,0,0,1,0,0,1,1,0.33,Generlist,0,0,0,0,15230.2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10240.3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7977.774482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
