Species	Li32124_S1d_metagenome	Li32125_S2d_metagenome	Li32126_S3d_metagenome	Li32127_S4d_metagenome	Li32128_S5d_metagenome	Li32129_S6d_metagenome	Li32130_S7d_metagenome	Li32131_S8d_metagenome	Li32132_S9d_metagenome	Li32133_S10d_metagenome	Li32134_S11d_metagenome	Li32135_S12d_metagenome	Li32136_S13d_metagenome	Li32137_S14d_metagenome	Li32138_S15d_metagenome	Li32139_S16d_metagenome	Li32140_S17d_metagenome	Li32141_S18d_metagenome	Li32142_S19d_metagenome	Li32143_S20d_metagenome	Li32144_S21d_metagenome	Li32145_S22d_metagenome	Li32146_S23d_metagenome	Li32147_S24d_metagenome	Li32148_S25d_metagenome	Li32149_S26d_metagenome	Li32150_S27d_metagenome	Li32151_S28d_metagenome	Li32152_S29d_metagenome	Li32153_S30d_metagenome	Li32154_S31d_metagenome	Li32155_S32d_metagenome	Li32156_S33d_metagenome	Li32157_S34d_metagenome	Li32158_S35d_metagenome	Li32159_S36d_metagenome	Li32160_S37d_metagenome	Li32161_S38d_metagenome	Li32162_S39d_metagenome	Li32163_S40d_metagenome	Li32164_S41d_metagenome	Li32165_S42d_metagenome	Li32166_S43d_metagenome	Li32167_S44d_metagenome	Li32168_S45d_metagenome	Li32169_S46d_metagenome	Li32170_S47d_metagenome	Li32171_S48d_metagenome	Li32172_S49d_metagenome	Li32173_S50d_metagenome	Li32174_S51d_metagenome	Li32175_S52d_metagenome	Li32176_S53d_metagenome	Li32177_S54d_metagenome	Li32178_S55d_metagenome	Li32179_S56d_metagenome	Li32180_S57d_metagenome	Li32181_S58d_metagenome	Li32182_S59d_metagenome	Li32183_S60d_metagenome	Li32184_S61d_metagenome	Li32185_S62d_metagenome	Li32186_S63d_metagenome	Li32187_S64d_metagenome	Li32188_S65d_metagenome	Li32189_S66d_metagenome	Li32190_S67d_metagenome	Li32191_S68d_metagenome	Li32192_S69d_metagenome	Li32193_S70d_metagenome	Li32194_S71d_metagenome	Li32195_S72d_metagenome	Li32196_S73d_metagenome	Li32197_S74d_metagenome	Li32198_S75d_metagenome	Li32199_S76d_metagenome	Li32200_S77d_metagenome	Li32201_S78d_metagenome	Li32202_S79d_metagenome	Li32203_S80d_metagenome	Li32204_S81d_metagenome	Li32205_S82d_metagenome	Li32206_S83d_metagenome	Li32207_S84d_metagenome
s__GGB33512_SGB15203	0	0	0	0	0	0	0.13628	0.12067	0.15416	0	0.03036	0	0	0	0	0	0	0	22.3438	17.25642	12.07396	0.25698	1.11594	0.21894	0.01118	0.0225	0.01318	0	0	0	0	0	0	0	0	0	0	0.00679	0.00868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01594	0	0.00667	0	0	0	0	0.00881	0	0	0.0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495	0.00692	0	0
s__GGB9782_SGB15403	0	0	0	0	0	0	0.12551	0.23842	0.12617	0	0	0	0	0	0	0	0	0	0.25385	0.31727	0.28278	0.33967	0.08295	0.19084	0	0	0.00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02997	0.00351	0.00084	0	0	0	0.00478	0.06688	0.0078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00923	0.00623
s__GGB9293_SGB14250	0	0	0	0	0	0	0.12175	0.07828	0.04817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05286	0.09295	0.05365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22004	0.03524	0.51547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Intestinimonas_massiliensis	0	0	0	0	0	0	0.11886	0.05599	0.05195	0.02866	0.02521	0.01807	0.01286	0	0	0	0	0	0.04705	0.00394	0.07073	0.0001	0.01026	0.00328	0.00594	0.03665	0.00993	0	0	0.00021	0	0	0	0	0	0	0	0.00263	0	0	0	0.00043	0	0.01314	0.00296	0.01786	0.02814	0	0	0	0	0	0.00811	0.03284	0.01578	0.08552	0	0	0	0.00792	0.01485	0.00688	0	0	0	0	0	0	0.016	0.01836	0.01759	0.10747	0	0.00144	0	0	0.13668	0.0679	0	0	0.01497	0.0176	0.04903	0.06098
s__Dysosmobacter_sp_Marseille_Q4140	0	0	0	0	0	0	0.11834	0.23024	0.16818	0	0	0	0	0	0	0	0	0	0	0	0	0.01782	0.00015	0.02184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phocaeicola_dorei	0	0	0	0	0	0	0.11808	0.00687	0.00403	0	0	0	0	0	0	0.16026	0.23117	0.22161	0	0	0	0.00522	0	0	0.06444	0.22775	0.35449	0.10918	0.35982	0.05491	0	0	0	0.17942	0.15931	8.637	7.2688	0.00484	0	0	0	0	0	0	0	0	0	2.03497	4.19683	4.28261	0.06238	0.18624	0.65712	0.01249	0	0.00309	0	0	0	1.85673	0.89423	1.10266	0.00071	0.26569	0.13457	0	0	0	10.69068	8.63756	2.55407	14.25969	4.1972	9.196	0.40608	0	1.0176	1.16709	0	0	0.55626	0.09088	0	0
s__GGB9211_SGB14151	0	0	0	0	0	0	0.11012	0.16468	0.16261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Faecalibacillus_faecis	0	0	0	0	0	0	0.09211	0.04024	0.04031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02584	0.01613	0.00053	0	0	0	0	0	0	0	0	0.00026	0	0.01407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179	0.0036	0.00264	0.9129	1.19915	0.28575	0.00758	0.03698	0.03199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9694_SGB15204	0	0	0	0	0	0	0.08975	0.02142	0.01897	0	0	0	0	0	0	0	0	0	0.3306	0	0.72196	0.07395	0.03289	0.0135	0.53028	0.63616	0.20262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0.00236	0	0.00226	0	0	0	0	0.00964	0	0	0.00095	0	0.00971	0.00573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4689_SGB6487	0	0	0	0	0	0	0.08937	0.82785	0	0	0.00245	0	0	0	0	0	0	0	0	0	0	0.02116	0.04788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9695_SGB15209	0	0	0	0	0	0	0.08892	0.02232	0.02106	0	0	0	0	0	0	0	0	0	0	0	0	0.02557	0	0.00469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phocaeicola_massiliensis	0	0	0	0	0	0	0.08463	1.43448	2.32147	0	0.00638	0	0	0	0	1.07677	0.90846	2.51606	0.00962	0	0	0	0	0	0	0	0	0.27952	0.22933	0.23745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13378	0.85433	0.50833	0.58868	0.34928	0.21987	0	0	0	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0	0.94832	0.54043	0	0	0	0	0.39872	0.02561	0	0
s__Pediococcus_pentosaceus	0	0	0	0	0	0	0.06944	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0
s__GGB9708_SGB15233	0	0	0	0	0	0	0.069	0.19632	0.00528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00558	0.14323	0.06275	0.12736	0.02376	0.05383	0	0	0	0	0	0	0	1.7017	0.6394	0.09405	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0384	0.0067	0.01282	0	0	0	0	0	0	0.00866	0.41782	0.11957	0.01171	0.01076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9608_SGB15041	0	0	0	0	0	0	0.06753	0.01384	0.13441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14952	0.11425
s__GGB3475_SGB4638	0	0	0	0	0	0	0.06515	0.03232	0.05294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46369	0.2286	0.26007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14948	0.00336	0.06239	0	0	0	0	0	0	0	0	0	0.04839	0.26416	0.03252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parvimonas_parva	0	0	0	0	0	0	0.05939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9561_SGB14972	0	0	0	0	0	0	0.05925	0.04595	0.08148	0	0	0	0.03404	0.05305	0.01414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296	0.04103	0.05346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01092	0	0.23963	0.12687	0.02471	0.02433	0	0	0	0
s__Alistipes_indistinctus	0	0	0	0	0	0	0.05879	0.00825	0.2333	0.10302	0.03484	0.03341	0	0	0	0.03953	0.22233	0.17309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02053	0	0	0.77494	0.48113	0.29958	0.55615	0	0	0	0	0	0	0	0	0	0.02682	0.02434	0.07562	0.00214	0.04927	0.03016	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0.00019	0.0212	0	0	0.16432	0.13209	0.03817	0.02126	0.00669	0.00496	0.00383	0.1242
s__GGB9531_SGB14932	0	0	0	0	0	0	0.05798	0.09029	0.06932	0.04661	0.04867	0.109	0	0	0	0	0	0.07863	0.06749	0.3656	0.4212	0.14966	0.08751	0.04553	0.02468	0.043	0.00041	0.03176	0.00904	0.06804	0	0.01274	0.01587	0	0.01428	0	0	0.00892	0.00113	0.01325	0	0.01618	0.0787	0.08793	0	0.0585	0.03608	0	0	0	0	0	0	0.02823	0.08977	0.09667	0	0.00097	0	0.02254	0.08028	0.07588	0	0	0	0	0.0151	0	0.00288	0	0.00548	0	0	0	0	0	0.01085	0	0	0	0.07963	0.14328	0.01251	0.01767
s__GGB9787_SGB15410	0	0	0	0	0	0	0.05776	0.05425	0.04477	0	0	0	0	0	0	0	0	0	0	0	0	0.03581	0.00498	0.02841	0	0	0	0.04584	0.02821	0.05201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13043	0.02444	0.1568	0	0	0.02045	0	0.05324	0.00988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9778_SGB15398	0	0	0	0	0	0	0.05475	0.01651	0.05623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9788_SGB15411	0	0	0	0	0	0	0.05345	0.02439	0.03015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01286	0.00403	0.02928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04005	0.00046	0.05269	0	0.00769	0.03679	0.00268	0.04427	0.00272	0	0	0	0.01116	0.00313	0.10585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13116	0.019
s__GGB4596_SGB6358	0	0	0	0	0	0	0.05296	0.25693	0.04107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07934	0.08931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lacticaseibacillus_rhamnosus	0	0	0	0	0	0	0.05033	0	0	0	0	0	0.03537	0	0	0	0	0	0	0	0.11799	0	0	0	0	0.03097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02023	0	0	0	0	0	0	0	0	0	0.79885	0	0	0	0	0	0	0	0	0	0	0	0	0.00082	0	0	0	0.00261	0	0.00285	0	0	0	0	0	0	0	0	0	0	0	0	0.00769	0
s__Anaerococcus_degeneri	0	0	0	0	0	0	0.04653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_timonensis	0	0	0	0	0	0	0.0435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_communis	0	0	0	0	0	0	0.04214	0.78637	0.37249	0	0.00302	0	0.46755	1.12465	0.80224	0.1605	0.58533	0.75958	0	0	0	0.88978	1.58076	1.0482	0.08728	0.40154	0.14639	0.61295	1.83783	0.47489	0	0	0	0.00252	0.13651	0	0	0.0262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01166	0.65356	0.69145	0	0	0	1.40508	0.75572	0.95953	0.00878	1.3781	0.18025	0	0	0	0.10912	0.02868	0.09583	0	0.01879	0.09989	0.17512	0	0.13244	0.20561	0.31964	0	0.22114	0.22755	0.02896	0.67167
s__GGB3256_SGB4303	0	0	0	0	0	0	0.04059	0.88063	2.66782	0	0.00407	0	0.68289	1.0876	2.63924	0	0	0	0	0	0	0	0	0	0	0	0	0.28883	0.22685	0.67121	0	0	0	1.72975	1.17833	0	0	0	0	0	0	0	0	0	0.69369	2.04379	1.95011	0	0	0	0	0	0	2.30545	1.88746	2.36808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4423	2.32485	0	0	0	0	0	0	0	0
s__Blautia_faecicola	0	0	0	0	0	0	0.04022	0.13317	0.24171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10782	0.29509	0.75589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3433_SGB4574	0	0	0	0	0	0	0.03931	0.04233	0.12979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	0.08468	0.1312	0.09753	0	0	0	0	0	0	0	0	0	0	0	0	0.25965	0.11746	0.34428	0	0	0	0.00242	0	0	0	0	0	0
s__GGB3146_SGB4159	0	0	0	0	0	0	0.03892	0.23294	0.02181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB10692_SGB17347	0	0	0	0	0	0	0.03669	0.00132	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28727	0.15318	0.05425	0	0	0	0.00264	0.01059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01327	0.00205	0.02589	0	0	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaerococcus_obesiensis	0	0	0	0	0	0	0.03662	0	0	0	0	0	0	0	0	0	0.00281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00389	0	0	0	0
s__Alistipes_senegalensis	0	0	0	0	0	0	0.03646	0.26793	0.10319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30176	0.20976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02233	0	0	0	0.00042	0.03417
s__GGB4277_SGB5832	0	0	0	0	0	0	0.03599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4689_SGB6486	0	0	0	0	0	0	0.03535	2.68276	0	0	0.01366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB38744_SGB14842	0	0	0	0	0	0	0.03304	0.01199	0.01897	0	0	0	0	0	0	0	0	0	0.23226	0.30374	2.24036	0.07385	0.03856	0.02984	0.0048	0.00102	0	0.0086	0	0.00238	0	0	0	0	0	0	0	0	0	0	0	0.00071	0.00303	0	0	0	0	0.0021	0	0	0.00062	0	0	0.00243	0	0.00063	0	0	0	0.03992	0.07709	0.01002	0	0.00213	0	0	0	0	0	0	0	0.00084	0.00256	0.01405	0	0	0	0	0.01451	0.0362	0	0.00558	0.01142	0.0069
s__Clostridia_bacterium	0	0	0	0	0	0	0.03253	0.00893	0.00147	0.39527	0.36504	0.75381	0	0	0	0	0	0.00214	0	0	0	0	0	0	0.01485	0.01374	0.33486	0	0	0	0	0	0	0.02081	0	0.35988	0.13114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05219	0.02135	0.12043	0	0	0	0	0	0	0.9052	0.46601	0.43624	0	0	0	0.37514	0	0	0	0	0	0	0	0	0
s__GGB33469_SGB15236	0	0	0	0	0	0	0.03222	0.11003	0.25155	0	0	0	0	0	0	0	0	0	0	0	0	0.73126	0.31658	0.38051	0.06526	0.31788	0.11303	0.09008	0.0806	1.71109	0	0	0	0	0	0	0	0.16659	0.16078	0.06555	0.22769	0	0	0	0	0	0	0	0	0	0	0	0	0.3796	0.521	0.2376	0	0.00147	0.00293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64802	1.51663
s__GGB9524_SGB14924	0	0	0	0	0	0	0.03091	0.0493	0.04831	0	0	0	0	0	0	0	0	0	0.00334	0	0	0.22809	0.03248	0.02334	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0.0725	0.03185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3544	0.00263	0.11462	0	0	0	0	0	0	0	0	0	0.0007	0.05751	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0.53752	0.24468
s__Eubacteriaceae_bacterium	0	0	0	0	0	0	0.03057	0.01934	0.01015	0	0	0	0.01647	0.02451	0.04029	0	0	0	0	0	0	0	0	0	0.09339	0.04324	0.0478	0.75711	0.43878	0	0	0	0	0.00393	0.00698	0.5025	0	0.06427	0.10087	0.04463	0.05937	0	0	0	0	0	0	0.42006	0.34638	0.38998	0	0	0	0.06083	0.02843	0.08521	0.01811	0.01655	0.09518	0.12903	0.06795	0.03378	0.02628	0.02845	0.05202	0.02299	0.0316	0.13327	0	0	0	0	0	0	0.0055	0	0.26915	0.51758	0.08105	0.52485	0	0	0	0
s__GGB4715_SGB6529	0	0	0	0	0	0	0.02922	0.19643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Cloacibacillus_evryensis	0	0	0	0	0	0	0.02909	0.06074	0.10039	0	0	0	0	0	0	0	0.00226	0.06117	0	0	0	0.01587	0.06499	0.00271	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00976	0	0.00457	0	0	0	0.05351	0.271	0.02387	0	0	0	0.00799	0.00055	0.00361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29208	0.1027
s__GGB9502_SGB14899	0	0	0	0	0	0	0.02806	0.08361	0.03758	0	0	0	0	0	0	0	0	0	0	0	0	0.04176	0.02191	0.01917	0.06358	0.10507	0.04015	0.10218	0.03612	0.04719	0	0	0	0.0041	0.01981	0	0	0	0	0.01494	0.01285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01462	0.03598	0.07113	0.0362	0.01297	0.04588	0	0	0	0.00503	0.05833	0	0	0	0	0	0	0	0	0	0.0549	0.08905	0	0	0	0	0.07951	0.0112
s__GGB45495_SGB63167	0	0	0	0	0	0	0.02682	0.00608	0.01225	0	0	0	0	0	0	0	0	0	0	0	0	0.00676	0.01858	0.00192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246	0	0.00147	0	0	0	0	0	0	0	0	0	0	0	0.00383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00444
s__GGB9239_SGB14181	0	0	0	0	0	0	0.02561	0.1892	0.25318	0	0	0	0	0	0	0	0	0	0	0	0	0.02108	0.00052	0.00697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03046	0	0	0.01177	0.01009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00758	0.01448	0.00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Porphyromonas_SGB1980	0	0	0	0	0	0	0.02531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9790_SGB15413	0	0	0	0	0	0	0.02482	0.00808	0.02441	0	0	0	0	0	0	0	0	0	0	0	0	0.09406	0.0816	0.07344	0	0	0	0	0	0	0	0	0	0	0.00724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191	0.06071	0.02164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Schaalia_turicensis	0	0	0	0	0	0	0.02358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ruminococcus_lactaris	0	0	0	0	0	0	0.02225	0.10219	0	0	0	0	1.3677	0.80953	1.00587	0	0	0	0	0	0	0.00852	0.04243	0.45027	0	0	0	0.7501	0.36594	0.49702	0	0	0	2.65486	0.81297	0	0	0.23549	0.56849	0.36309	0.52647	0.27599	0.36248	0.62107	0	0	0	0.17405	0.10977	0.00654	1.29352	1.68547	0.78061	0.12039	0.61387	0.06183	0	0	0	0	0	0	0	0	0	0.03677	0.07641	0.00035	0	0	0	0.01314	2.27099	2.63804	0.08054	0.12498	0.5753	0.67644	0	0	0	0	0.13042	0.26679
s__GGB4683_SGB6473	0	0	0	0	0	0	0.02162	0.40173	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24646	0.15135	0.46349	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06639	1.18257	1.21146	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09539	0.00192	0.36377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9766_SGB15383	0	0	0	0	0	0	0.02151	0.01652	0.0173	0	0	0	0	0	0	0	0	0	0	0	0	0.10097	0.16269	0.12292	0	0	0	0	0	0	0	0	0	0	0.01731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03812	0.01972	0.0275	0	0	0	0	0	0	0.02113	0	0.04211	0.05512	0	0	0	0	0	0
s__Collinsella_sp_AF08_23	0	0	0	0	0	0	0.01981	0.00988	0.05289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26744	0.07995	0.14225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11827	0	0	0	0	0
s__GGB1661_SGB2275	0	0	0	0	0	0	0.01926	0.03054	0.07688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05952	0	0.11688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197	0.06402
s__Clostridium_sp_1001270J_160509_D11	0	0	0	0	0	0	0.01865	0	0.01134	0	0	0	0.00642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00513	0.0305	0	0	0	0	0.00261	0.00278	0.02778	0.0056	0	0.06756	0	0	0	0.06539	0	0.01769	0	0	0	0.00064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
