Phylum,Class,Order,Family,Genus,Species
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_dispar
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_dispar
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_finegoldii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_finegoldii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_ihumii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_ihumii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_indistinctus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_indistinctus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_onderdonkii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_onderdonkii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_putredinis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_putredinis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_senegalensis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_senegalensis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_shahii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_shahii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_sp_AF17_16
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_sp_AF17_16
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_timonensis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes_timonensis
p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Allisonella,s__Allisonella_histaminiformans
p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Allisonella,s__Allisonella_histaminiformans
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Alloscardovia,s__Alloscardovia_omnicolens
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Alloscardovia,s__Alloscardovia_omnicolens
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Alterileibacterium,s__Alterileibacterium_massiliense
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Alterileibacterium,s__Alterileibacterium_massiliense
p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Amedibacillus,s__Amedibacillus_dolichus
p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Amedibacillus,s__Amedibacillus_dolichus
p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Amedibacterium,s__Amedibacterium_intestinale
p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Amedibacterium,s__Amedibacterium_intestinale
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum_hallii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum_hallii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum_soehngenii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum_soehngenii
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_degeneri
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_degeneri
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_obesiensis
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_obesiensis
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_SGB6678
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus_SGB6678
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerofilum,s__Anaerofilum_hominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerofilum,s__Anaerofilum_hominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Anaerofustis,s__Anaerofustis_stercorihominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Anaerofustis,s__Anaerofustis_stercorihominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Anaerofustis,s__Anaerofustis_stercorihominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Anaerofustis,s__Anaerofustis_stercorihominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus_senegalensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus_senegalensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus_senegalensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerosacchariphilus,s__Anaerosacchariphilus_sp_NSJ_68
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerosacchariphilus,s__Anaerosacchariphilus_sp_NSJ_68
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_butyraticus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_butyraticus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_caccae
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_caccae
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_hadrus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_hadrus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_hadrus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerotignum,s__Anaerotignum_faecicola
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerotignum,s__Anaerotignum_faecicola
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerotignum,s__Anaerotignum_faecicola
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerotignum,s__Anaerotignum_lactatifermentans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerotignum,s__Anaerotignum_lactatifermentans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerotignum,s__Anaerotignum_sp_MSJ_24
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Anaerotignum,s__Anaerotignum_sp_MSJ_24
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerotruncus,s__Anaerotruncus_colihominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerotruncus,s__Anaerotruncus_colihominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerotruncus,s__Anaerotruncus_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerotruncus,s__Anaerotruncus_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerotruncus,s__Anaerotruncus_rubiinfantis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Anaerotruncus,s__Anaerotruncus_rubiinfantis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Anaerovorax,s__Anaerovorax_odorimutans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Anaerovorax,s__Anaerovorax_odorimutans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Anaerovorax,s__Anaerovorax_odorimutans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Angelakisella,s__Angelakisella_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Angelakisella,s__Angelakisella_massiliensis
p__Actinobacteria,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Arachnia,s__Arachnia_SGB15898
p__Actinobacteria,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Arachnia,s__Arachnia_SGB15898
p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__Arthrobacter_sp_MYb221
p__Actinobacteria,c__Actinomycetia,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__Arthrobacter_sp_MYb221
p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium_deltae
p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium_deltae
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Bacilliculturomica,s__Bacilliculturomica_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__Bacilliculturomica,s__Bacilliculturomica_massiliensis
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__Bacteria_unclassified,s__bacterium_210820_DFI_6_37
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__Bacteria_unclassified,s__bacterium_210820_DFI_6_37
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__Bacteria_unclassified,s__bacterium_210917_DFI_7_65
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__Bacteria_unclassified,s__bacterium_210917_DFI_7_65
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__Bacteria_unclassified,s__bacterium_210917_SL_2_15
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__Bacteria_unclassified,s__bacterium_210917_SL_2_15
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__Bacteria_unclassified,s__bacterium_OL_1
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__Bacteria_unclassified,s__bacterium_OL_1
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_unclassified,g__Bacteroidales_unclassified,s__Bacteroidales_bacterium
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_unclassified,g__Bacteroidales_unclassified,s__Bacteroidales_bacterium
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidales_unclassified,g__Bacteroidales_unclassified,s__Bacteroidales_bacterium
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_caccae
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_caccae
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_cellulosilyticus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_cellulosilyticus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_clarus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_clarus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_congonensis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_congonensis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_cutis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_cutis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_eggerthii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_eggerthii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_faecis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_faecis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_finegoldii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_finegoldii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_fluxus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_fluxus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_fragilis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_fragilis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_intestinalis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_intestinalis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_nordii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_nordii
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_ovatus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_ovatus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Eubacteriales_unclassified,s__Bacteroides_pectinophilus
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Eubacteriales_unclassified,s__Bacteroides_pectinophilus
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_rodentium
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_rodentium
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_salyersiae
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_salyersiae
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_stercoris
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_stercoris
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_thetaiotaomicron
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_thetaiotaomicron
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_uniformis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_uniformis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_xylanisolvens
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_xylanisolvens
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Bariatricus,s__Bariatricus_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Bariatricus,s__Bariatricus_massiliensis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella_intestinihominis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella_intestinihominis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Bianqueaceae,g__Bianquea,s__Bianquea_renquensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Bianqueaceae,g__Bianquea,s__Bianquea_renquensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Bianqueaceae,g__Bianquea,s__Bianquea_SGB71281
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Bianqueaceae,g__Bianquea,s__Bianquea_SGB71281
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_adolescentis
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_adolescentis
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_angulatum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_angulatum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_animalis
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_animalis
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_bifidum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_bifidum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_breve
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_breve
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_catenulatum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_catenulatum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_dentium
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_dentium
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_longum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_longum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_pseudocatenulatum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_pseudocatenulatum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_pseudolongum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_pseudolongum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_pullorum
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_pullorum
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__Bilophila_wadsworthia
p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__Bilophila_wadsworthia
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Bittarella,s__Bittarella_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Bittarella,s__Bittarella_massiliensis
p__Eukaryota_unclassified,c__Bigyra,o__Opalinata,f__Blastocystidae,g__Blastocystis,s__Blastocystis_sp_subtype_3
p__Eukaryota_unclassified,c__Bigyra,o__Opalinata,f__Blastocystidae,g__Blastocystis,s__Blastocystis_sp_subtype_3
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_argi
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_argi
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_caecimuris
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_caecimuris
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_faecicola
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_faecicola
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_faecis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_faecis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_glucerasea
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_glucerasea
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_glucerasea
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_glucerasea
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_glucerasea
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_hansenii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_hansenii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_hansenii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_hydrogenotrophica
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_hydrogenotrophica
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_luti
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_luti
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_luti
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_marasmi
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_marasmi
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_obeum
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_obeum
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_obeum
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_producta
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_producta
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_producta
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_schinkii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_schinkii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_SGB101324
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_SGB101324
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_SGB4793
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_SGB4793
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_SGB4815
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Blautia,s__Blautia_SGB4815
