# Pathway	Li32124_S1_paired_Abundance-CPM	Li32125_S2_paired_Abundance-CPM	Li32126_S3_paired_Abundance-CPM	Li32127_S4_paired_Abundance-CPM	Li32128_S5_paired_Abundance-CPM	Li32129_S6_paired_Abundance-CPM	Li32130_S7_paired_Abundance-CPM	Li32131_S8_paired_Abundance-CPM	Li32132_S9_paired_Abundance-CPM	Li32133_S10_paired_Abundance-CPM	Li32134_S11_paired_Abundance-CPM	Li32135_S12_paired_Abundance-CPM	Li32136_S13_paired_Abundance-CPM	Li32137_S14_paired_Abundance-CPM	Li32138_S15_paired_Abundance-CPM	Li32139_S16_paired_Abundance-CPM	Li32140_S17_paired_Abundance-CPM	Li32141_S18_paired_Abundance-CPM	Li32142_S19_paired_Abundance-CPM	Li32143_S20_paired_Abundance-CPM	Li32144_S21_paired_Abundance-CPM	Li32145_S22_paired_Abundance-CPM	Li32146_S23_paired_Abundance-CPM	Li32147_S24_paired_Abundance-CPM	Li32148_S25_paired_Abundance-CPM	Li32149_S26_paired_Abundance-CPM	Li32150_S27_paired_Abundance-CPM	Li32151_S28_paired_Abundance-CPM	Li32152_S29_paired_Abundance-CPM	Li32153_S30_paired_Abundance-CPM	Li32154_S31_paired_Abundance-CPM	Li32155_S32_paired_Abundance-CPM	Li32156_S33_paired_Abundance-CPM	Li32157_S34_paired_Abundance-CPM	Li32158_S35_paired_Abundance-CPM	Li32159_S36_paired_Abundance-CPM	Li32160_S37_paired_Abundance-CPM	Li32161_S38_paired_Abundance-CPM	Li32162_S39_paired_Abundance-CPM	Li32163_S40_paired_Abundance-CPM	Li32164_S41_paired_Abundance-CPM	Li32165_S42_paired_Abundance-CPM	Li32166_S43_paired_Abundance-CPM	Li32167_S44_paired_Abundance-CPM	Li32168_S45_paired_Abundance-CPM	Li32169_S46_paired_Abundance-CPM	Li32170_S47_paired_Abundance-CPM	Li32171_S48_paired_Abundance-CPM	Li32172_S49_paired_Abundance-CPM	Li32173_S50_paired_Abundance-CPM	Li32174_S51_paired_Abundance-CPM	Li32175_S52_paired_Abundance-CPM	Li32176_S53_paired_Abundance-CPM	Li32177_S54_paired_Abundance-CPM	Li32178_S55_paired_Abundance-CPM	Li32179_S56_paired_Abundance-CPM	Li32180_S57_paired_Abundance-CPM	Li32181_S58_paired_Abundance-CPM	Li32182_S59_paired_Abundance-CPM	Li32183_S60_paired_Abundance-CPM	Li32184_S61_paired_Abundance-CPM	Li32185_S62_paired_Abundance-CPM	Li32186_S63_paired_Abundance-CPM	Li32187_S64_paired_Abundance-CPM	Li32188_S65_paired_Abundance-CPM	Li32189_S66_paired_Abundance-CPM	Li32190_S67_paired_Abundance-CPM	Li32191_S68_paired_Abundance-CPM	Li32192_S69_paired_Abundance-CPM	Li32193_S70_paired_Abundance-CPM	Li32194_S71_paired_Abundance-CPM	Li32195_S72_paired_Abundance-CPM	Li32196_S73_paired_Abundance-CPM	Li32197_S74_paired_Abundance-CPM	Li32198_S75_paired_Abundance-CPM	Li32199_S76_paired_Abundance-CPM	Li32200_S77_paired_Abundance-CPM	Li32201_S78_paired_Abundance-CPM	Li32202_S79_paired_Abundance-CPM	Li32203_S80_paired_Abundance-CPM	Li32204_S81_paired_Abundance-CPM	Li32205_S82_paired_Abundance-CPM	Li32206_S83_paired_Abundance-CPM	Li32207_S84_paired_Abundance-CPM
PWY-6210: 2-aminophenol degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0744264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513214	0	0	0	0.208608	0	0	0	0	0	0	1.23425	0.230955	10.9595	20.3169	0	0
PWY-6215: 4-chlorobenzoate degradation	0	0	0	0	0	0	0	0.717187	0	0	0	0	0	0	0	0	0	0	0	0.192765	0	0	0	0	0	0	0	0	0	0.25456	0	0	0	0	0	0.363585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43491	19.0377	13.2952	0	0
PWY-621: sucrose degradation III (sucrose invertase)	135.473	126.96	134.866	140.059	125.668	81.6901	41.7521	148.465	98.6739	142.574	156.541	139.483	124.297	166.864	155.223	153.55	145.068	131.083	54.2476	46.7164	120.49	56.4762	89.1938	132.335	58.8886	62.599	46.3333	79.5522	170.025	139.528	157.376	177.006	102.625	108.687	123.689	144.975	238.611	83.0758	125.011	85.463	102.3	122.215	123.729	110.736	127.669	142.424	148.588	170.623	129.002	163.427	223.022	260.383	144.514	89.1245	119.877	90.1043	116.817	126.645	142.386	228.163	209.042	161.106	240.276	201.181	265.641	109.056	80.6916	141.201	152.47	166.349	187.748	96.2935	170.016	123.045	242.299	258.864	82.3314	58.7917	109.784	89.6851	273.481	220.208	68.5456	78.9502
PWY-622: starch biosynthesis	0	0	0	82.8105	85.1357	0	7.6765	0	0	45.8091	20.9611	62.1122	22.362	41.8125	13.4765	136.293	109.944	58.3824	0	35.6605	0	8.34697	92.452	62.3761	0	0	0	0	0	11.8373	32.989	57.0187	73.7462	7.8384	24.1352	0	6.92387	111.568	147.863	51.2536	96.7641	2.46289	17.2952	22.7701	8.91024	161.298	0	121.883	64.9875	85.5584	64.9516	46.5357	107.101	49.4983	21.9863	13.9911	31.1092	13.9615	56.2279	0	0	0	284.986	85.3371	103.009	0	0	0	0	0	0	0	0	0	65.1515	105.837	0	0	207.426	357.975	3.87449	67.9997	0	0
PWY-6263: superpathway of menaquinol-8 biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73994	0
PWY-6270: isoprene biosynthesis I	460.681	471.834	513.199	428.758	336.468	359.741	335.115	272.572	305.336	324.967	315.275	318.748	315.766	324.435	290.337	533.847	506.329	465.467	199.345	160.796	281.791	282.413	286.28	339.723	411.937	403.09	370.815	374.239	348.979	329.072	325.252	317.091	463.388	475.108	435.688	403.298	421.693	321.324	403.581	278.361	334.256	293.581	438.676	335.92	406.931	512.128	415.841	422.969	341.844	392.059	383.636	411.932	404.312	325.702	251.886	320.448	410.323	442.739	520.236	354.242	332.786	331.547	527.881	332.136	413.082	441.69	310.561	569.68	423.332	463.194	479.334	324.241	501.904	373.785	434.418	468.138	327.207	290.055	369.705	261.567	308.975	296.151	385.308	365.659
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	524.468	572.777	591.809	651.031	524.588	529.917	526.613	335.826	386.677	487.273	498.579	489.907	490.328	501.449	490.572	663.187	634.818	608.351	558.027	475.624	550.092	475.861	447.022	456.391	586.735	591.747	581.352	619.072	530.422	559.18	449.5	452.565	672.067	631.496	615.236	515.769	500.54	566.092	688.976	562.915	534.805	450.49	604.078	489.106	481.619	618.953	596.874	611.737	543.5	510.601	641.896	562.733	570.414	601.646	515.427	517.78	522.315	637.798	761.546	537.832	551.571	501.297	797.317	556.471	660.781	585.246	466.233	695.522	488.78	522.688	574.607	491.365	545.147	478.496	569.317	626.672	490.491	466.116	605.512	624.754	468.563	394.356	654.809	617.62
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	75.2204	79.4203	22.1063	55.8921	143.633	40.998	116.442	167.273	219.21	158.938	151.277	157.674	163.112	141.925	119.463	143.876	128.126	148.956	7.98304	123.121	22.5658	115.11	92.2743	55.2648	32.8401	32.7345	28.7612	13.7351	24.477	28.569	115.715	149.523	28.9235	11.0509	21.3077	35.9212	75.6316	135.272	100.939	48.9887	134.545	67.1303	80.1644	84.8828	136.239	119.134	70.2034	123.253	127.368	117.904	25.9558	126.912	124.702	63.076	37.7155	35.3532	22.4256	13.1555	21.7751	161.428	131.896	166.581	48.749	85.4464	69.124	65.9683	221.353	32.3927	53.6956	49.6767	57.6071	36.2587	20.8078	54.4151	39.8179	40.9692	81.2253	70.167	174.43	192.468	197.718	199.473	24.7972	204.265
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	62.8727	42.2277	24.4617	23.3666	25.7814	0	24.519	33.8654	0	44.6564	30.8201	50.4177	6.29887	29.469	8.45734	4.69529	9.7851	9.35436	8.84961	54.6747	20.5255	22.3076	40.262	28.616	36.2336	36.1186	31.7713	11.6666	20.4664	11.3088	9.71484	0	0	12.2559	16.8799	1.43331	5.527	32.1328	25.0981	17.0342	34.3511	30.2746	39.4827	17.5612	32.9858	13.5182	64.0772	43.9464	29.2541	53.753	28.6913	70.4516	91.6242	39.735	17.5912	17.0765	23.3906	4.25653	24.1159	30.8608	17.1592	18.0595	18.1402	21.2195	26.2554	43.9902	20.3993	33.3799	1.78681	0	0	40.0201	6.2631	0	43.9262	45.2029	16.6701	19.3446	23.6097	29.9951	150.991	99.018	2.13245	0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	4.0706	0	0	14.7244	10.4647	0	33.5329	58.3867	0	0	0	0	0	0	0	9.24091	18.7717	18.0614	0	56.9448	9.41594	0	0	6.40609	3.93819	8.98795	0	0	0	0	16.2816	0	0	0	3.27712	0	0	3.6767	26.8828	0	0	27.6579	39.583	28.4799	55.92	16.7394	38.3892	33.0194	0	10.9114	29.4767	38.2144	55.9655	0	7.07589	10.9798	0	3.09092	7.67155	0	0	0	0	0	0	56.6268	11.0783	31.5494	2.52679	0	0	26.7514	7.54463	0	6.34138	14.0376	0	0	42.8057	49.3633	183.04	138.665	2.26323	0
PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)	78.6607	82.705	53.1669	77.8752	131.666	79.001	12.8193	45.103	42.1624	39.8125	73.1648	61.6923	87.4289	109.475	68.2011	118.29	94.4777	79.828	120.146	77.8926	73.2685	53.9116	84.2918	105.755	102.657	109.781	130.321	103.806	83.5895	132.305	38.4839	35.8972	73.8003	47.0217	68.5463	20.6349	10.5841	120.623	135.887	74.9801	113.14	83.0122	113.635	114.32	43.1623	102.62	87.1204	139.389	118.771	148.848	69.9854	105.16	83.2721	104.864	118.621	54.8099	94.04	99.9569	101.807	96.4056	145.511	108.559	47.3723	118.974	83.0571	83.5994	59.5643	62.2637	103.029	110.799	138.464	84.72	84.5494	117.13	82.0487	73.3832	74.9517	89.1667	131.408	46.8575	29.7654	68.5044	164.817	158.248
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	2.61796	1.0431	1.22055	1.33756	5.53192	0.588654	5.17531	0	0	0.504933	0	1.46998	0.661993	0.892929	0	2.2319	4.23719	4.46536	5.44609	5.05054	68.5979	0.772638	0.594529	0.597554	1.25126	6.13404	5.06911	0.29727	0	4.65351	11.3711	4.4313	28.5512	0	0	0.325223	0.950456	0.573118	8.97023	0.74271	24.4766	11.2627	12.3845	1.60205	18.0796	9.28753	4.44616	2.40525	0.2831	0	1.46416	1.18016	44.5955	0.824453	1.11012	0.632551	0	9.47772	1.60235	0	0.827519	1.6061	0	0	0.86434	0.934021	0.276238	5.87181	1.94931	2.28116	0	1.70805	4.5755	2.16757	6.67515	1.8979	0	0	8.30073	5.11709	56.628	57.6	0.607702	1.35646
PWY-6305: superpathway of putrescine biosynthesis	94.0314	76.3105	36.4813	36.0461	53.0135	49.5775	39.5609	64.6238	66.2821	65.7278	83.9718	83.3651	62.1399	111.263	92.0326	38.5666	56.5162	53.4461	25.5215	52.4486	22.7656	92.6283	88.1447	77.2335	14.0577	16.9743	16.6017	36.8138	50.2438	48.3884	65.7011	65.6373	11.7698	15.6015	73.2672	84.4206	88.9209	86.7148	79.0161	59.6483	64.7614	22.2587	26.1959	57.4215	77.605	71.3173	67.3413	96.2183	120.833	129.942	21.5812	95.1072	66.2294	40.2472	112.731	64.8894	54.3278	29.0401	18.0488	188.647	131.668	161.769	9.63707	90.6027	44.9929	45.9996	42.0399	17.7667	123.254	117.323	78.9905	144.307	77.2664	112.234	42.5669	39.5808	98.3518	93.0991	69.1959	33.4774	281.586	202.948	19.4125	138.457
PWY-6317: D-galactose degradation I (Leloir pathway)	472.139	471.9	568.529	422.039	323.785	464.5	217.351	190.835	218.271	329.502	350.634	390.129	304.112	341.753	305.343	477.727	395.638	404.639	225.697	172.593	268.946	217.128	242.371	333.137	433.516	413.876	398.466	380.924	324.412	325.033	342.72	349.511	486.751	620.554	556.613	295.86	194.689	368.076	456.239	369.753	381.536	319.649	407.31	315.694	446.543	528.339	483.623	431.114	374.678	337.38	468.243	455.896	413.517	366.156	332.354	345.13	436.734	471.484	580.499	315.331	325.421	275.049	520.272	436.921	515.847	513.961	331.076	584.509	418.125	497.954	478.05	345.307	548.048	387.108	494.2	534.772	295.39	286.661	403.516	413.395	321.576	288.763	460.106	429.06
PWY-6328: L-lysine degradation X	0	0	0	0	0	0	1.0918	0	0	0	0.302216	0.370753	0	0	0	0	0	0.307252	0.220406	2.93685	0	0	0	0	0	0	0	0	0	0	0.137593	0	0	0	0	0.408235	0	0	0	0	0	0	1.09937	0.635847	0	0	0.603578	0.175328	0.166875	0	0	0.26535	0.776912	0	0	0.157703	0	0	0	0	0	0	0	0	0	0	0.204425	5.26609	0	0	0	0	0	0	0	0	0	0	3.96816	0.262591	50.2219	10.6209	0	0
PWY-6349: CDP-archaeol biosynthesis	0	0	0	0	0	0	26.921	7.69062	12.7958	0	0	0	0	0	0	0	0	0	0	0	0	13.1548	6.63003	13.5956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23576	0	7.10632	0	0	2.18353	2.16283	7.60659	2.5475	0	0	0	0	0	5.09486	0	0	0	0	0	0	0	0	0	0	2.41868	6.92446	0	0	28.7837	12.9574
PWY-6350: archaetidylinositol biosynthesis	0	0	0	0	0	0	24.7441	7.18838	11.9528	0	0	0	0	0	0	0	0	0	0	0	0	12.2086	6.06932	12.5819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38015	0	6.54965	0	0	1.79182	1.89284	6.68284	2.20098	0	0	0	0	0	4.47398	0	0	0	0	0	0	0	0	0	0	2.16279	5.92229	0	0	26.3903	12.0006
PWY-6353: purine nucleotides degradation II (aerobic)	183.066	184.954	227.441	140.236	128.347	158.747	111.821	37.8769	52.7258	84.5198	113.411	97.745	82.5195	110.765	102.265	173.287	224.19	164.618	90.4066	71.8252	111.164	54.2773	77.2999	101.742	138.059	115.556	106.808	100.941	89.0954	109.33	111.884	64.3806	88.9621	197.147	124.989	60.4419	39.195	90.7224	118.989	75.2149	102.449	77.2926	117.594	64.8483	161.626	170.941	172.542	143.618	106.534	113.408	105.963	158.65	125.805	74.88	89.0168	74.1955	109.581	92.5369	124.388	128.635	129.07	82.4403	125.451	98.4416	130.487	156.028	96.9059	231.759	179.596	181.123	185.576	208.003	217.378	115.665	152.959	185.154	69.779	61.868	88.461	57.1391	312.195	241.326	116.401	115.369
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	569.72	578.451	608.491	644.582	528.539	548.352	560.997	446.103	435.695	494.531	497.32	497.729	501.259	490.368	500.773	695.721	652.387	640.197	445.612	407.566	462.275	565.448	562.485	519.75	568.318	574.84	573.544	636.03	597.922	597.23	492.861	488.307	614.655	636.073	648.005	544.895	528.376	617.277	706.811	643.805	562.25	489.561	600.984	568.816	490.383	572.808	566.987	597.375	563.667	503.148	556.428	552.764	539.382	643.859	592.645	608.149	536.793	614.727	719.879	540.702	628.08	551.538	715.68	609.267	645.258	579.695	485.469	643.661	524.593	566.392	599.82	555.993	598.351	521.704	604.816	605.843	531.278	493.231	573.317	589.374	444.105	405.91	624.204	610.848
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	614.043	620.622	660.812	696.545	547.254	614.743	573.791	466.433	442.757	498.084	503.417	508.389	512.717	515.556	524.254	760.877	702.893	683.896	472.889	422.892	501.195	581.055	576.559	562.278	616.835	636.69	605.971	673.443	616.25	634.691	527.251	527.171	724.316	667.51	697.978	553.778	530.108	682.667	797.598	703.95	636.006	536.258	661.332	609.203	531.116	652.786	606.874	695.421	635.357	555.942	655.811	607.69	613.101	693.958	640.225	642.492	594.277	701.717	812.402	561.655	660.858	581.197	908.486	652.269	705.689	631.545	497.102	719.909	557.571	619.227	646.05	573.843	629.888	556.786	673.306	693.333	539.926	528.611	656.409	659.163	419.357	406.674	648.978	628.871
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	598.41	606.831	641.142	673.121	537.774	596.99	589.735	466.293	436.324	495.8	499.459	505.316	508.087	506.865	515.445	739.212	678.514	665.124	469.89	421.617	498.36	580.932	566.252	547.945	594.509	621.409	590.05	658.096	603.97	615.992	518.406	518.928	700.011	655.993	683.922	548.212	530.417	666.251	760.087	687.546	616.697	525.863	635.967	590.533	514.392	634.241	595.743	677.087	621.424	543.226	629.551	587.611	594.111	672.97	626.858	629.854	581.682	676.579	780.705	553.231	638.309	570.625	876.66	633.822	684.545	611.081	490.546	688.058	542.87	598.996	629.762	565.669	609.457	544.031	650.276	667.877	534.297	523.598	645.445	643.229	421.659	403.175	639.27	619.197
PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58053	6.56295	4.6131	0	0	0	0	0	0	0	0	0	0	0	0	0.50012	1.73177	2.03633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44297	4.54602	1.91527	0.399187	2.85433	2.59414	0.294755	4.03352	1.84809	7.70418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16939	6.90035	0	0	4.78581	0	0	0	0	0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	171.725	138.915	158.585	44.6073	33.7365	76.3338	133.713	66.3936	43.5044	139.959	160.923	182.623	151.391	139.282	121.379	66.3438	88.4924	44.6571	42.5883	27.6973	80.41	33.7029	33.5005	34.6221	122.205	102.343	106.143	41.0793	39.0711	41.9341	101.233	79.1067	149.542	166.576	94.7905	70.3892	46.3751	97.8504	88.8694	90.6155	114.285	149.225	150.006	115.289	195.778	138.529	189.606	163.577	131.057	145.643	254.475	352.474	336.114	138.674	128.333	82.7522	200.567	223.044	235.612	55.2451	45.9481	113.866	110.57	180.033	180.648	164.892	95.3709	152.782	58.4698	60.4943	62.5261	121.192	160.395	131.904	126.286	136.742	118.135	155.427	103.673	138.883	45.654	30.4204	85.0674	32.783
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	0	0	0	0	0	0	137.834	0	0	0	0	0	4.03045	0	0	0	0	0	2.73248	0	0	0	0	0	0	0	0	3.8843	0.607855	1.28385	0	0	0	2.13428	0	0	0	0	0	0	0	5.35108	11.4089	0	0.809096	13.4528	0	2.7432	10.5631	1.21995	1.71059	0	0	0	0	3.61458	1.05154	1.78273	0	0	0	0	1.52942	0	0	0	0	0	29.8411	5.69015	22.7972	13.4197	13.1273	43.4004	0	0	34.3739	44.0261	0	1.12693	1.15009	3.37971	21.7384	0
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	3.78257	2.93143	1.98076	1.54871	3.25902	0.376172	0	0	0.357597	0	0	0	0	0	0	0	0	0	0.482104	2.88548	4.3251	0	0	0	0.527446	0.201094	0	0	0.452794	3.20269	0	0.393414	0	0	0.827261	1.52551	0	1.24765	0	0.468865	0.86617	4.6943	3.21703	4.82837	1.51611	2.28026	1.80026	0.565202	1.82173	2.41422	0.707613	0.492173	1.04339	0	0	0	0	0	0	0.385071	0.455106	0	0	0.39084	0.373999	4.18509	15.2302	0.174511	0	0	0	2.56002	0.968548	2.61288	0	0	6.31162	3.14449	1.0405	0	0	0.309607	0	0.308641
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	90.7008	83.8253	61.9696	36.5782	56.7826	131.515	26.5975	91.0103	101.427	36.1902	33.6249	39.2952	60.4746	77.7566	58.1715	64.1293	65.2285	60.6847	34.5757	27.9408	28.5341	30.4882	38.3141	48.792	69.126	78.7757	105.738	58.7578	60.9179	100.364	25.1619	26.548	9.42243	59.0497	56.5175	49.1747	72.3466	40.854	43.5379	51.7063	57.0573	29.0936	29.375	59.72	61.5006	73.3075	57.5458	45.1077	43.9531	47.516	44.9243	48.9886	36.1006	65.4508	66.269	58.175	39.4543	39.879	53.4862	49.5186	63.2123	55.1539	37.4335	64.7532	52.1692	68.9427	31.9048	38.463	78.0683	89.3195	88.9519	94.066	41.6425	31.6154	70.1602	115.061	72.8121	87.0047	55.0913	28.9425	92.9872	47.7897	82.2633	104.975
PWY-6518: bile acids epimerization	0	0	0	0.591415	0	1.01471	1.06629	0.331079	0.720322	2.71982	1.15987	1.5609	1.61205	0.662757	1.0603	0.997783	1.2412	0.539459	5.29462	1.86666	7.53608	4.16742	1.98572	2.81905	2.2549	2.02528	2.43869	0.928237	0	0.443897	1.73258	0.702487	0	0.846104	0.291596	0.782264	0.341211	0.561849	1.28861	0.512631	0.430424	0.620087	0.406714	0.235345	1.96823	0.639324	0.998071	0.484387	0.466823	0.666598	1.28719	2.29433	1.63293	0.679013	0	0.307288	0.489766	0.514016	2.43373	0.31301	0	0.374391	0	0	0	0.896851	1.57456	0.624137	1.40931	0	0.728181	2.61075	1.29027	0.544675	0.665782	1.09653	3.6504	3.5278	0.809301	0	2.42619	4.8697	1.2106	1.00286
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	86.5347	91.3324	22.3983	57.95	150.765	45.8721	128.375	168.9	201.032	172.498	164.535	168.426	174.806	152.601	130.719	133.823	133.773	154.394	8.34576	106.42	23.8138	104.869	83.8869	59.6043	30.5188	32.5541	29.9524	15.6285	28.0638	31.748	125.45	157.957	24.0477	9.96539	25.1077	42.2089	87.1061	125.683	59.6776	46.3014	65.7195	73.236	87.1794	103.737	140.743	125.63	76.4737	124.389	131.125	129.26	28.5465	133.377	130.21	67.3154	43.9217	40.4213	35.8059	20.5472	28.0572	170.91	120.085	164.885	20.6081	91.0473	68.0463	68.235	212.264	31.5884	62.0037	55.7783	76.3778	38.961	24.577	63.0275	39.043	44.5885	92.6872	79.1953	150.228	117.249	200.049	187.967	19.3759	99.4703
PWY-6527: stachyose degradation	382.729	396.322	519.786	400.805	196.744	472.397	163.73	157.389	223.582	261.981	267.461	299.31	223.166	271.78	279.337	371.469	284.277	275.858	233.472	154.058	247.781	182.446	178.866	270.766	365.546	372.145	429.52	394.567	356.021	310.49	334.282	245.577	444.199	642.325	611.721	248.788	142.981	325.574	421.04	360.175	351.74	306.954	295.799	231.149	390.065	383.596	396.442	311.697	278.069	214.915	370.885	346.062	273.029	326.185	365.179	327.231	339.866	437.503	466.372	256.461	310.105	243.379	386.805	348.182	494.043	459.078	282.663	494.697	368.447	407.066	388.669	295.745	475.806	301.67	382.404	453.654	249.67	239.297	327.707	372.045	277.829	264.577	409.036	371.103
PWY-6531: mannitol cycle	3.78781	5.44678	3.00179	4.77931	18.0698	20.0278	32.1394	1.49048	56.9213	42.9185	27.012	32.7776	11.3369	9.46709	18.48	18.912	28.3083	44.2781	1.89157	25.0842	4.54623	4.40034	4.87144	3.03317	4.12034	2.79675	3.82825	3.24309	8.62576	3.79709	41.0945	31.1704	0.281345	2.14932	3.61148	51.0448	74.9735	3.48124	10.7124	2.72535	5.11414	10.9453	11.4031	16.9302	47.5094	11.5714	16.8273	9.41934	7.03719	56.861	3.46691	30.8368	27.3161	4.20067	5.28225	3.27397	22.845	12.9512	10.0479	23.1422	3.21133	13.8535	0.355831	3.00899	2.55392	1.95916	0.556906	28.1232	28.5507	13.9572	23.4321	8.58056	2.46418	12.4797	18.5896	11.5702	9.21357	9.15076	38.3876	20.1033	164.465	86.0825	6.10875	1.27015
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	3.17946	3.79275	14.5107	13.0599	4.65928	43.0249	35.7847	82.7757	2.45609	59.2354	51.9424	55.7769	55.7192	59.4403	58.6396	3.8105	14.5532	12.0178	27.6493	23.1152	57.5347	8.0695	4.6647	4.91697	2.14735	21.0026	11.4594	25.7583	22.6529	31.3036	17.3272	14.8092	1.84584	12.4642	21.9784	32.1475	49.4767	4.52727	11.0777	9.49204	17.2039	5.51579	13.263	4.71437	37.4202	49.3565	20.911	39.6835	34.4869	28.4791	191.622	15.7159	19.664	8.91982	9.59316	3.04116	48.7316	36.2622	32.6548	11.2728	62.3795	69.3224	1.61214	3.26302	2.34522	35.0698	1.6963	32.7911	19.8556	4.03232	0.351907	6.6881	28.6372	1.50892	44.6986	34.0778	8.2005	9.48816	32.1118	65.0124	166.003	158.145	8.8477	1.07061
PWY-6549: L-glutamine biosynthesis III	31.9637	29.978	23.1811	94.2998	117.708	21.6617	41.3103	52.6982	69.5835	22.6036	25.4187	43.3648	29.7474	30.0963	20.7132	118.887	126.51	87.8421	42.5072	65.9404	73.6516	22.4536	40.1387	44.6899	89.185	76.5285	66.1856	7.19904	7.33554	34.5356	63.1318	39.3009	119.008	32.4616	27.7371	17.441	14.6804	113.241	147.56	114.146	119.572	79.7357	95.8616	57.9979	72.3092	116.544	85.0689	124.112	85.0187	79.0519	73.8719	67.8209	90.3074	83.4212	65.6739	42.7819	48.1121	56.3398	83.7223	12.6644	36.219	7.81085	127.484	96.3716	117.47	67.1612	20.8984	94.3337	35.7945	38.7351	30.1598	22.7117	45.9413	17.7125	60.2449	66.2412	18.196	18.8404	92.6631	111.212	147.347	129.077	36.9121	11.7139
PWY-6562: norspermidine biosynthesis	0	0	0	0	0	0.625182	3.93712	5.77063	0	0.483121	0.346886	0.748206	0	0	0	0	0	0	0.906523	0.394948	0	0.404253	0	0	0.590633	0	0	0	0.869006	0	3.09535	4.65059	4.3801	0	0	0.669804	0	0	0	0	0	0	0.90158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443117	0	0	0	0.942647	0	0	0	0	0	0	0	0.918075	1.09417	0	0	0	0.174274	8.95483	4.03514	0	0
PWY-6565: superpathway of polyamine biosynthesis III	0	0	0	0	0	0	0	0	0	0.494917	0	0.761544	0	0	0	0	0	0	0.910089	0.397635	0	0.406767	0	0	0	0	0	0	0.873208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6572: chondroitin sulfate degradation I (bacterial)	9.36838	9.76195	3.93906	3.50896	6.50667	7.34303	0.861973	0.535077	0.821948	0	0	0	0	0	0	3.37456	13.522	12.882	0.679568	3.35867	5.10879	0	0	0	1.10238	1.07833	0.710036	0.930496	1.88987	11.5019	0	0	0	0	2.98835	0	0	7.60113	1.26662	3.58281	3.0091	9.49739	4.2165	9.28952	3.56033	5.89815	3.92565	1.89643	4.85565	5.21802	0.586319	1.78921	1.69516	2.54465	4.4635	3.34139	0	0	0	37.1048	7.20724	15.923	0	2.83155	2.03731	13.4272	53.0063	0	0	0	0	5.78804	2.13025	10.5637	6.5162	6.93682	15.3845	7.1206	2.66192	2.98215	0.707415	0.345208	0	0
